Lines changed
541
1
16
89
24
49
55
234
13
69
20
39
38
129
70
11
10
16
1
71
13
57
16
3
29
1
20
35
226
15
59
30
4
14
73
71
8
79
1
7
10
54
17
30
2
21
42
2
2
16
10
357
29
45
157
5
16
6
65
5
1
15
3
23
58
17
165
56
104
45
4
124
91
91
23
22
2
13
2
2
19
3
5
13
1
2
20
30
85
18
164
17
5
51
15
8
9
57
18
1
3
82
273
18
13
17
171
1
189
148
10
14
87
56
28
1
9
44
9
77
1
80
27
1
6
3
60
9
21
140
37
23
187
53
4
2
71
106
4
89
2
3
1
7
122
7
66
14
159
10
6
17
13
68
25
101
20
23
22
48
162
212
18
4
35
190
63
10
22
187
51
17
300
261
31
33
6
50
92
51
25
38
30
3
21
119
2
18
8
11
62
8
33
153
29
9
20
23
1
2
72
67
54
40
2
40
40
4
22
1
105
220
6
1
29
2
1
194
18
60
6
10
46
14
9
20
110
3
31
1
7
83
30
32
2
1
7
15
10
98
23
9
102
5
32
3
19
84
16
4
2
49
1
5
97
3
4
1
3
163
14
26
34
73
59
2
3
74
3
7
23
35
1
1
14
14
1
13
141
4
23
10
22
6
26
198
23
41
4
28
95
1
4
5
19
21
11
8
1
12
1
37
1
36
8
9
66
7
46
5
1
47
2
1
10200
370
24
22
10195
10195
8
10373
1
12
79
124
9
4
97
126
1
15
61
51
14
9
8
107
69
171
44
25
11270
405
11272
190
6
103
1
46
11
9
13
83
29
105
1
234
99
97
4
7
46
102
3
4
4
27
2
15
20
12
45
1
49
7
44
54
15
47
45
53
39
1
13
2
3
4
1
37
37
1
37
47
8
8
15
1
32
36
37
65
11
78
89
43
29
35
17
35
60
74
23
45
33
9
62
98
173
174
7
18
23
3
3
59
10
22
3
1
2
2
5
1
95
6
7
9
3
6
31
36
19
36
43
9
26
16
41
41
82
31
12
168
1
7
11
7
17
27
114
1
12
10
32
61
3
123
71
104
32
34
47
4
1
1
69
14
93
60
96
21
96
30
46
1
11
95
8
13
117
18
5
74
1
1
26
2
4
22
4
6
5
2
11
34
19
77
13
11
1
20
18
13
29
12
44
48
28
2
2
2
1
1
20
19
12
23
7
4
42
56
10
10
26
6
8
5
8
10
8
4
17
3
23
3
18
13
36
5
9
26
17
24
19
22
30
31
19
4
11
5
4
20
1
6
9
28
4
5
8
8
24
15
6
38
16
11
35
0
33
2
1
2
17
44
9
44
15
6
21
19
3
21
18
47
21
41
13
13
12
6
11
10
81
1
9
19
7
28
21
21
9
16
16
16
4
2
34
6
9
22
17
22
22
13
37
12
18
54
1
5
1
1
10
2
2
6
2
1
0
1
3
7
353
1
1
1
74
503
21
385
6
1
1
14531
35
14282
3
6
8
21
21
5
9
12
3
207
8
1
72
2
8
112
0
504
17
4
2
4
6
1
5
1
7
3
0
4
4
635
188
4
31
3
70
310
6
6
7442
31
1
203
103
40
1
1
46
5
5210
5166
39
4
5
409
47
139
15
3
28
1
1
6
2
1
36
4639
4625
1
3
1
13
49
13
12
2289
20
1
97
20
3
211
145
17
16
11
8
16
47
33
12
1
1
1
4
1
1
9
22
1
1
6
26
2
1905
134
1942
73
1
26
1
37
1944
1945
2
10
1
109
3
88
25
43
308
2
12
4
51
12
7
2
8
51
23
43
116
1
6
2
3561
25
2976
2972
9
1
9
4
3561
164
1
5
177
1
104
22
29
61
19
6
3
3
2
1
3561
3561
1
1
2
3
0
2
1
10
1
2
5
1
3
2
6
2
1
1
1
1
7
2
1
1
110
17
15
7
5
12
9
93
3
5
28
8
1
3
2
3
4
2
1
6
29
4
5
2
9
1
5
3
1
1
3
6
16
78
22
771
1
11
77
24
3
10
1
55
3
11
26
2
51
4
18
2
794
30
4
21
3
4
26
59
57
51
1
2
49
22
3
9
4
2
4
11
1
17
40
5
70
6
32
11
8
1
6
15
1
12
16
11
89
34
22
24
54
24
3
7
1
7
8
1
9
10
2
94
23
20
2
31
4
30
5
28
15
35
9
36
1
2
8
2
1
179
70
9
18
20
1
12
106
4
32
1
1
3
7
3
1
1
0
2
26
4
130
72
12
27
5
3
6
42
4
17
12
1
1
2
2
1
73
192
1
2
0
3810
3809
2
2
4
24
4
3
15
4
61
1
43
4
1
30
2
2
2
7
4
3
95
31
4
2
1
30
2
40
1
41
16
57
3
1
29
2
4178
4180
1
21
4
11
100
3
99
54
2
10
1
1
104
9
2
46
106
3
2
1
2
12
1
78
40
16
16
33
104
4
9
2
129
20
2
14
21
2
97
20
3
186
33
19
6
1803
16
33
9
58
12
66
14
27
9
8
2
2
1
1
2
4
15
4
2
6501
5
6498
1
14
2
235
135
164
158
1
2
17
2
27
1
1
3
1
1
1
1
1
6
1
1
2
4
2
0
9
23
18
1
2
20
28
1
5
2
3
1
12
2
2
24
2
2
1
1
5
2
3
7
3
2
11038
5585
11111
7
0
